Expected,Predicted,Content
DEFAULT,COMPLAINT,thats my question why home branch n not any other sbi branch is home branch mgr best in country or u nt trust ur other mgrs
DEFAULT,REQUEST,plz answer
DEFAULT,COMPLAINT,you must be certifiably the worst bank of all times passbook seriously in this age
DEFAULT,COMPLAINT,thank you sbi i have sent a mail please do whatever you can it's urgent i'll say good things about you to my friends
DEFAULT,REQUEST,it would really be great if you can respond
DEFAULT,COMPLAINT,dear sir madam please update me regarding my concern on checkbook there are few blank checks which are already signed
DEFAULT,REQUEST,i have mailed all the details and i hope to get a satisfactory reply
DEFAULT,REQUEST,i already shared this earlier kindly check
DEFAULT,COMPLAINT,pathetic call centre and twitter handle also as your reply was late
DEFAULT,COMPLAINT,i already shared it once sharing it again
DEFAULT,REQUEST,pls look into this thread
DEFAULT,SUGGESTION,plz chk yr email inbox
DEFAULT,COMPLAINT,ive bn standing in que from lst hours already just to encash of my cheque as u've blocked atm card widout any information
DEFAULT,COMPLAINT,my funds in sbi are inaccessible due to non issuance of atm card and internet banking
DEFAULT,COMPLAINT,there ws sm cases reported in kerala wr atm card duplicatns hapnd also cash loss fm bank account is bcomng common in news
DEFAULT,REQUEST,what is the procedure to know the security reasons for which my card has been blocked
DEFAULT,COMPLAINT,wt's d matter wid ur 've blocked my atm card widout any prior intimation nw
DEFAULT,REQUEST,staff engaging in arguments with customers admin guy doesn't know how to take out a cable from printer quality check
DEFAULT,REQUEST,hv an ac at vijaynagar branch code: a'bad waiting to deposit cash for minutes staff is pathetic and rude
DEFAULT,COMPLAINT,i have not credited at sbi but i think keep good relationship with sbi
DEFAULT,COMPLAINT,you have not been responding on twitter either for my first message sent a good hours ago
DEFAULT,COMPLAINT,my card has been blocked for days now and nobody is telling me anything i am stuck in a new city with no money
DEFAULT,MISCEALLANEOUS,i can't operate my online banking because my card is blocked i am stuck in a different city with literally no cash
DEFAULT,COMPLAINT,sbi is one of the worst worst bank in india customer care totally worst services w
DEFAULT,REQUEST,i have a chevrolet tavera and i try to another tavera vehicle for loan facility for my own business but i failed by sbi
DEFAULT,COMPLAINT,: don't know how to get my father's money after his death that is stuck with sbi
DEFAULT,REQUEST,: even denied to give info regarding my father's a c and insurance details after his death
DEFAULT,COMPLAINT,: people in sbi are not accepting application
DEFAULT,COMPLAINT,wht happnd bro
DEFAULT,COMPLAINT,at branch they are not issuing atm pin asking to come after days
DEFAULT,COMPLAINT,it's insane that one needs to visit branch just to unblock his debit card r we living in th century
DEFAULT,COMPLAINT,need to train your call centers people try hire callers who are loud and clear to their products
DEFAULT,COMPLAINT,that's good and all government banks should be strong to develop our indian economy and best customer service
DEFAULT,REQUEST,: sbiclerk why sbi nt declearing clerk mains result shame on pls help
DEFAULT,SUGGESTION,unable to find sbi co in
DEFAULT,REQUEST,haha who'll wait for so many days bro
DEFAULT,COMPLAINT,lessons in leadership from the sbi chairperson arundhati bhattacharya ishainsight https:
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLIMENT,please respond quickly yrs passed without resolution thanks
DEFAULT,COMPLAINT,smt arundhati bhattacharya handed over cheque to bk ishitaben chief executive of divya nagari slum service project
DEFAULT,MISCEALLANEOUS,we have sent the mail but there is no resoinse
DEFAULT,SUGGESTION,okey will do hope it will work
DEFAULT,COMPLAINT,and they aren't guaranteeing how long it will take for the card to come minimum days is what they feel
DEFAULT,REQUEST,dear sir can i get any response of my earlier tweet
DEFAULT,COMPLAINT,they have asked me along with many other people with the same issue to fill a form so that can re issue the card
DEFAULT,COMPLAINT,then made a trip to the bank itself and the staff is clueless all they said is many people have come with this issue
DEFAULT,COMPLAINT,in the midst of my work i got an sms saying my account has been blocked spoke to the call centre and they were clueless
DEFAULT,COMPLAINT,poor system submit govt challan for land fee told days wait for final challan payment ahmedabad
DEFAULT,COMPLAINT,sbi•À_s start up engagement program supports entrepreneurs by investing in it start ups sbistartupengagement https: t
DEFAULT,REQUEST,ahmedabad main branch collect check for govt challan and told to collect original receipt after day slow
DEFAULT,MISCEALLANEOUS,most of the time atm reply error in this area we have hear only atm approx population
DEFAULT,COMPLAINT,i lost my checkbook and is it possible to block all of my checks without going to home branch i am out of my hometown
DEFAULT,COMPLAINT,phone banking it asks for id but doesn't ask for the password when cc guys attend calls they redirect to ivrs again
DEFAULT,COMPLAINT,its ok i have applied for the new card the fun in it is that the manager didn't get notice about my card block facility
DEFAULT,COMPLAINT,your ivrs did not work properly having a hard time authenticating my account on phone banking issue still exists
DEFAULT,REQUEST,thank you i contacted and mailed lets hoper for the response
DEFAULT,COMPLAINT,today i could not close my rd because i had a jan dhan khatai was in rael need of money i am very dissapointed
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,thankyou for not taking any action against the problem i am facing now m sure thatthis bank is just to annoy its customers
DEFAULT,COMPLAINT,dear pls tell ur customer before blocking card pathetic this is you have lost a customer
DEFAULT,COMPLAINT,thankyou for not helping a person who is actually in a trouble worst services ever thankyou so much
DEFAULT,COMPLAINT,i have deleted my sbi buddy account trying to activate it again but i am not able to
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,MISCEALLANEOUS,tday i visted d sbi shikohabad main brnch for accnt opning bt dey said cme again on wednsday i ws lyk whtdissappointed
DEFAULT,REQUEST,emailed please resolve at the earliest
DEFAULT,REQUEST,when will cleark result will be published
DEFAULT,COMPLIMENT,happymonday thanks for being top supports have a great week :
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,mail sent no action yet a very sorry state
DEFAULT,COMPLAINT,nice programming
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,REQUEST,when will sbi clerk main result please declare
DEFAULT,COMPLAINT,sbi exclusif: how will it help to manage your wealth read more at: money personalfinance
DEFAULT,COMPLAINT,this is what you thinking but real picture i'd different any way thanks for reply i will mail you on mention id
DEFAULT,MISCEALLANEOUS,sbi•À_s arundhati bhattacharya in race for top world bank jobs
DEFAULT,COMPLAINT,if this is the way the wallet is being run there will be no takers i am disappointed please refund my amount
DEFAULT,COMPLAINT,it seems the call centre is the only gateway to unlocking my account of whose pin and secret question i have forgotten
DEFAULT,COMPLAINT,seems sbi hr department is full of lazy people they dont care about their employee
DEFAULT,REQUEST,i have a buddy account which i want to close i faced enormous problems at the call centre b'coz of verification issues
DEFAULT,COMPLAINT,since receipt of my new dc global visa my online shoping trxns being failled declined what to do need ur help
DEFAULT,COMPLAINT,i want to know have you took any action against the bm sarai vaishali bihar for misbehave and deni
DEFAULT,REQUEST,it shows when i trying to pay for internet banking
DEFAULT,REQUEST,please give me more details vijaysheoran com or
DEFAULT,COMPLAINT,sbi•À_s start up engagement program supports entrepreneurs by investing in it start ups sbistartupengagement https: t
DEFAULT,REQUEST,are there any designated sbi branches to get a jeevan pramaan certificate or any sbi branch can issue the certificate
DEFAULT,COMPLAINT,thanks for the reply at last plz improve your customer care services and otp thru sms
DEFAULT,COMPLAINT,if i will give adhaar card number in my sbi a c then what is the benefits
DEFAULT,MISCEALLANEOUS,dear sir my complete number is complete date this not fix this transaction
DEFAULT,REQUEST,please someone call and help me
DEFAULT,COMPLAINT,i am trying customer care but after waiting for longtime the call is getting disconnected my
DEFAULT,REQUEST,central kycregistry of india rejects aadhaar based ekyc https:
DEFAULT,REQUEST,it's not good last exam result under waiting and declare next exam notification
DEFAULT,REQUEST,dear sir pls interfere for sbi clerk result share as soon as possible and declare result date
DEFAULT,REQUEST,we are waiting for results but still not available pls if any reason share with all
DEFAULT,COMPLAINT,well i have already made a complain throgh call days before but i am not able to track the status as the site gets crash
DEFAULT,COMPLAINT,my wife applied for transfer on marriage ground months over but no update seems sbi does not care their emp lazy org
DEFAULT,COMPLAINT,i have sent an email about my doubt i request you to solve it asap
DEFAULT,COMPLAINT,i have filled up a 'mobile number change form' thrice but still nobody is bothered to take an action on it
DEFAULT,COMPLAINT,csi award for best bank to implement big data analytics implementation another feather in the cap of gitc https: t c
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,shape their future while you fulfil your dreams bethehope
DEFAULT,COMPLAINT,your car loan from sbi could help someone have access to simple mobility aids bethehope for them:
DEFAULT,REQUEST,central kycregistry of india rejects aadhaar based ekyc
DEFAULT,REQUEST,unable to contact your branch contact no not reachable mails aren't replied anyway out i can get in touch with them
DEFAULT,COMPLAINT,any employee in the bank has not answered my call yet worst service ever
DEFAULT,COMPLAINT,sbi•À_s start up engagement program supports entrepreneurs by investing in it start ups sbistartupengagement https: t
DEFAULT,COMPLAINT,seriously i am fedup with the services this bank is providing do you people find it fun to frustate your customer
DEFAULT,REQUEST,when sbi clerk main exam result available pls give final date
DEFAULT,COMPLAINT,i have mailed you on above but still the official is not here it has been an hour now
DEFAULT,REQUEST,hello i want to open saving account in sbi so please give me the nearest branch address and process
DEFAULT,COMPLAINT,sbi•À_s start up engagement program supports entrepreneurs by investing in it start ups sbistartupengagement https: t
DEFAULT,COMPLAINT,why u r not responding is it u r providing service to customers
DEFAULT,COMPLAINT,sbi•À_s start up engagement program supports entrepreneurs by investing in it start ups sbistartupengagement https: t
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,this site is not working and gets crash automatically when i am entering my branch details
DEFAULT,COMPLAINT,while m entering the branch details the site automatically get crash
DEFAULT,COMPLAINT,the official leave their seats on desire with more than people in queue please look in the matter
DEFAULT,COMPLAINT,worst pathetic service being experienced by me a bank having above counters still i have to wait for more than a hour
DEFAULT,REQUEST,it would really be great if you can respond
DEFAULT,COMPLAINT,wow u have provide me the link which is actually not working and my complain is nt gtting registered
DEFAULT,COMPLAINT,my atm is blocked trying to contact bank in pbn but all employees are too busy that they cant receive a ssingle call hell
DEFAULT,COMPLAINT,my atm is blocked trying to contact bank in pbn but all employees are too busy that they cant receive a single call hell
DEFAULT,COMPLAINT,sir my housing loan interests is no low automatically without any followup frequently pbb riagarh cg
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new sarees with sbi card newbeginningswithsbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,COMPLAINT,dussehra contestalert lastchance i bought new scandal with sbi card newbeginningswithsbi
DEFAULT,COMPLAINT,newbeginningswithsbi this dussehra we bring our new home with help sbi home loan thankyousbi
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought brand new ipad mini from flipkart using sbi card offer https
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i bought new smartphone for my lovely hubby
DEFAULT,COMPLAINT,i am in a cndtion of begging but ofcials like u dnt hve shame on ur deeds should learn how to frste a cstmr frm sbi
DEFAULT,COMPLAINT,newbeginningswithsbi fitness kit to be fit everyday
DEFAULT,MISCEALLANEOUS,newbeginnigswithsbi i just bought brand new smart tv from
DEFAULT,REQUEST,card users get great discounts in amazon or flipkart we are paying higher fees please tie up with them
DEFAULT,COMPLAINT,i am staying kms far from the home brnch i dnt knw any hre so i dnt hve enough money to go hme
DEFAULT,REQUEST,excl arundhati bhattacharya chairman : rosneft deal will help essar group to trim its leverage
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,REQUEST,i visited sbi branch industrial estate fazalganj of kanpur uttar pradesh i was asked for parkingfee of no basis please look
DEFAULT,REQUEST,how much time it take to process homeloan after all the documents incl legal opinion valuation report are submitted
DEFAULT,REQUEST,when i trying to registration for internetbanking after pay it shows rechnical error please help me
DEFAULT,COMPLAINT,walkathon tribute to our soldiers jaipur city girlpower timesofindia sbi https:
DEFAULT,COMPLIMENT,very good initiative
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,SUGGESTION,someone was saying opening online a c will charge a lot
DEFAULT,REQUEST,it's am monday and long queue at sbi kathua branch counter personal absent customer exp
DEFAULT,COMPLAINT,with zero processing fees on sbicarloan you can now accelerate towards your dream of owning a car for details: https
DEFAULT,REQUEST,deal impact: sentimental for essar shipping but real benefit for and other other smaller banks
DEFAULT,COMPLIMENT,i think sbi pay his staff for excuses specially in city rural staff is still hardworking
DEFAULT,MISCEALLANEOUS,in delhi in rohini sec waiting time is hours to deposit sbi will improve
DEFAULT,COMPLAINT,account has been blocked by the branch since yesterday haven't been able to get in touch with anyone neither customer care
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,walkathon tribute to our soldiers jaipur city girlpower timesofindia sbi https:
DEFAULT,COMPLAINT,congratulations to mr mrutyunjay mahapatra on being awarded best cio of the year award by csi it innovations and exc
DEFAULT,MISCEALLANEOUS,i made a tweet regarding this prblm earlier at that time no replied but as i tweeted tht ths is d wrst bank i gt a rply
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,i disagree it depends upon a person
DEFAULT,REQUEST,when will you declare jaa clerical grade results
DEFAULT,COMPLAINT,to know the status of your atm card without going to your home branch is still not easy
DEFAULT,COMPLAINT,worlds biggest bank proud sponsor worlds biggest culinary heats ycolympiad ht
DEFAULT,COMPLAINT,sbi is one of the worst worst bank in india customer care totally worst services worst
DEFAULT,REQUEST,i have to close my education loan account but no contact number of sbi manit racpc bhopal is working kindly help
DEFAULT,REQUEST,how to start csp
DEFAULT,COMPLAINT,we want our result now more than months you have got enough time clerk
DEFAULT,COMPLAINT,visatransfer did on oct still not reflected in citi card where is the money for days who responsible
DEFAULT,SUGGESTION,excl arundhati bhattacharya chairman : accommodative policy will be a big relief for stressed comp
DEFAULT,COMPLAINT,i like garments
DEFAULT,COMPLIMENT,just receiving isn't enough you should have replied the mail by now and should have taken actions
DEFAULT,COMPLAINT,if they don't leave a educated user think how they treat with villagers
DEFAULT,COMPLAINT,it is best we use all proceedure with internet and atm banking though sbi employee often not fail to realize their rudeness
DEFAULT,COMPLAINT,hey why you have blocked my debit card
DEFAULT,MISCEALLANEOUS,when we ll get the result of sbi clerk
DEFAULT,COMPLAINT,is this the way u treat ur customers
DEFAULT,COMPLAINT,and the cstmr cre executive r not resurrecting it and not tellng me d reason behind ths blocking m so frstated wid ths bank
DEFAULT,COMPLAINT,my atm card was blocked without gving any prior notice nd i am in a condition to beg
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,your car loan from sbi could help someone have access to simple mobility aids bethehope for them:
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,financegyaan the •À_abc•À_ of banking up your banking knowledge as we simplify complex finance jargons for you https: t
DEFAULT,COMPLAINT,your car loan from sbi could help someone have access to simple mobility aids bethehope for them:
DEFAULT,COMPLAINT,good company
DEFAULT,COMPLAINT,sbi should make the process simple sbi staff are not people friendly they just ignore the customer
DEFAULT,COMPLAINT,your car loan from sbi could help someone have access to simple mobility aids bethehope for them:
DEFAULT,REQUEST,my branch is in assam n i stay at delhi i dont have card accept this please help me
DEFAULT,COMPLAINT,you guys are irresponsible
DEFAULT,REQUEST,excl arundhati bhattacharya chairman : rosneft deal will help essar group to trim its leverage
DEFAULT,COMPLAINT,transferring funds is now as easy as tweeting sbimingle lets your perform twitter transactions in a secure way bank
DEFAULT,COMPLAINT,cm visited danish kunj branch bhopal of sbi and even more than hrs now i am not able to meet the branch
DEFAULT,REQUEST,i want to change my signature in my sb a c is it possible and how
DEFAULT,COMPLAINT,saveidbibank donotprivatiseidbi make idbi the best psb or merge with sbi
DEFAULT,COMPLAINT,a person whose father doesn't has govt job and also does not has itr can not take education loan why or what he should do
DEFAULT,COMPLAINT,saveidbibank donotprivatiseidbi make idbi the best psb or merge with sbi
DEFAULT,MISCEALLANEOUS,can you share sbi branch alagappa nagar manager phone number as customer care phone is not reachable
DEFAULT,REQUEST,i want to be your bc
DEFAULT,COMPLAINT,mallaya could have got it had supported him enough
